Rating,Working Capital,Column2,Column3,Column4,Column5,Quick Ratio,Column6,Column7,Column8,Column9,EPS,Column10,Column11,Column12,Column13,PE Ratio,Column14,Column15,Column16,Column17,Short to Long Term Debt,Column18,Column19,Column20,Column21,ROE,Column22,Column23,Column24,Column25,Current,Column26,Column27,Column28,Column29,Net Project Margin,Column30,Column31,Column32,Column33,Ave 30 day Volume,Ave 6 month Volume,Ave 3 month Volume,Volume 5day ave,PX 1 Yr Ago,PX 6 Months Ago,PX 3m ago,PX 1 Day ago
4,986.78,997.77,1030.87,1098.01,1198.16,0.73,0.77,0.77,0.84,0.81,0.49,0.67,0.76,1.9,0.51,17.07,17.05,16.7,16.73,10.35,4814.63,4518.53,4357.56,3971.19,4249.14,22.81,21.89,20.31,22.96,23,1.16,1.17,1.17,1.17,1.2,3.2,3.92,4.33,8.96,2.92,745215.13,692871.375,716647.625,919911,52.77,60.69,39.78,45.51
4,-605,3800,3323,1628,446,0.44,1.05,0.95,0.8,0.68,0.57,4.81,0.77,0.21,0.28,21.43,22.65,21.73,18.56,11.86,9321,4685,4675,5792,5607,11.56,28.36,27.73,27.79,27.16,0.96,1.41,1.37,1.17,1.05,8.91,64.98,9.75,2.85,3.91,1605737.38,1564012.25,1376193.75,2261729.5,41.87,41.18,27.41,34.34
4,1382,1264,466,905,234,0.27,0.26,0.25,0.26,0.26,2.72,1.15,0.94,1.59,3.31,23.4,27.58,26.69,24.08,18.47,7608,8810,8490,8779,9221,23.8,34.08,38.77,40.71,41.41,1.1,1.08,1.03,1.06,1.01,20.97,10.63,9.33,12.96,23.98,473974.72,476900.4063,466061.4063,471830.8125,197.58,208.57,173.15,191.45
3,708.99,636.66,548.51,816.11,962.26,0.84,0.73,0.67,0.87,0.9,1.26,1.46,1.46,0.85,1.01,15.05,12.51,11.9,12.41,9.92,1950.95,2016.03,2063.14,3741.24,3283.9,18.61,14.6,15.54,14.19,13.43,1.55,1.45,1.39,1.58,1.81,16.05,17.42,17.63,9.11,14.51,337074.66,508993.9063,375422.6875,359935,70.51,71.49,56.93,78.56
4,2706.8,3137,3250,3882.1,3750.3,2.83,3.12,3.05,3.34,3.31,2.63,2.05,2.09,4.02,2.52,18.32,16.19,11.26,11.62,9.41,2846.7,2831.2,2796.9,2762.7,2632.8,4.43,14.09,15.05,23.53,22.13,3.87,4.04,3.98,4.25,4.35,51.55,38.21,37.02,64.22,38.59,935396.31,939236.75,930477.625,1070528.625,130.3,106.58,95.91,112.3
5,-2882,-1361,-1890,-2388,-551,0.23,0.5,0.34,0.32,0.63,0.16,0.26,0.18,0.1,-0.43,36.58,28.02,23.18,18.72,10.48,23501,22502,22470,22497,22476,-0.96,0.53,1.04,6.06,1.01,0.31,0.6,0.43,0.4,0.74,9.49,15.19,11.06,5.89,-27.03,2452355.75,3208795.25,2589961.5,3047675.25,28.35,23.9,13.5,19.08
4,-9704,-6941,-5635,-6445,-3997,0.18,0.25,0.29,0.21,0.39,1.42,2.58,1.82,1.99,0.86,24.4,25.64,28.15,29.59,28.49,40213,41717,41787,43137,47206,8.63,9.84,9.08,10.59,9.94,0.46,0.52,0.58,0.53,0.71,16.69,24.83,15.78,21.25,9.13,680311.38,820250.3125,699185.375,703612.8125,208.11,241.52,234.51,246.4
5,-228.01,-89.04,-12.81,-13.54,-104.31,0.67,0.67,0.7,0.73,0.73,1.03,0.79,0.67,1.07,0.69,37.45,41.35,42.21,36.95,36.77,541.87,291.84,141.94,137.71,858.52,17.06,16.9,17.65,14.08,12.18,0.89,0.95,0.99,0.99,0.95,18.71,14.14,11.72,18.88,12.47,485165.91,538936,473476.3125,472044.5938,135.4,141.98,135.91,197.58
4,3485,1543,1924,2979,6301,0.29,0.24,0.24,0.26,0.48,2.59,2.8,3.17,3.53,2.45,14.95,16.1,15.83,14.72,11.17,15242,15583,15402,13787,19412,27.42,26.63,25.68,27.53,27.09,1.23,1.09,1.11,1.18,1.34,8.04,8.44,9.35,9.47,8.07,443432.63,554236.3125,485649.3438,450349.5938,182.28,182.09,133.69,147.3
5,1199,1290,1360,1532,1536,0.63,0.64,0.67,0.66,0.75,1.5,1.87,1.95,0.19,1.9,9.84,10.4,10.42,11.13,6.31,6671,6556,6406,5977,6480,17.54,15.79,12.85,12.91,13.51,1.51,1.58,1.65,1.86,1.66,8.78,10.92,11.44,1.18,11.51,429640.5,452868.5625,429874.1563,458430,77.85,75.51,50.18,69.98
4,-7727,-7168,-7158,-6744,-8182,0.38,0.45,0.43,0.42,0.37,1.09,4.03,4.01,2.53,-6.86,8.09,8.07,7.45,7.27,5.84,20088,20183,20140,20450,23429,25.02,27.83,27.24,27.9,10.54,0.5,0.55,0.54,0.55,0.49,3.05,9.23,9,5.89,-21.36,14785782,7439227.5,11692371,11630823,90.59,87.7,24.02,34.14
3,-1642,-1591,-1125,-971,-414,0.34,0.35,0.42,0.5,0.56,7.36,1.04,5.62,4.56,2.42,7.66,8.27,9.27,8.02,5.66,7566,7734,6354,5937,7774,5.47,35.67,39.57,43.16,29.51,0.83,0.84,0.87,0.88,0.95,9.9,1.29,7.03,5.35,3.51,221855.56,253071.9688,227242.8438,222586.5938,144.66,147.29,92.49,129.18
4,-1446,-826,-1008,-1816,-1433,0.38,0.35,0.36,0.34,0.44,1.39,0.3,0.8,0.86,0.89,18.54,18.29,19.08,17.3,15.89,15542,16027,16158,16529,17033,10.93,10.13,9.94,11.49,9.59,0.68,0.79,0.75,0.64,0.72,23.49,6.61,17.51,17.64,16.11,752082.25,983113.8125,768307.625,918335.1875,59.57,58.13,46.85,50.11
4,286.51,369.06,430.97,496.95,387.08,1.11,1.25,1.32,1.32,1.13,0.44,0.39,0.37,2.41,0.45,43.84,45.65,42.58,45.8,41.9,500.59,466.55,464.06,456.36,696.21,31.37,32.5,31.25,58.32,56.33,1.45,1.6,1.7,1.74,1.38,20.9,18.48,17.51,110.03,20.06,963121.19,999651.125,983751.0625,1131364.25,74.41,70.85,69.42,97.82
4,2458,3676,3351,3596,3726,0.82,1.07,0.99,0.78,0.68,1.23,1.51,1.44,1.09,1.07,14.5,14.62,14.45,16.41,13.86,7997,8518,8478,8774,8763,13.01,13.37,14.66,13.74,13.96,1.47,1.83,1.72,1.7,1.75,9.84,11.49,11.31,8.63,9.15,751684.81,826722.1875,679515.8125,783655.1875,81.81,95.34,77.4,88.24
3,1229.41,1108.55,1166.94,1193.04,1431.06,0.96,0.89,0.91,0.91,1.1,1.91,2.16,2.4,2.35,2.23,27.69,31.22,33.55,31.66,19.64,2754.46,2849.77,3045.53,2913.24,2909.99,27.43,29.08,28.59,29.96,29.22,2.24,1.98,2.04,1.92,2.34,12.09,12.61,13.85,13.35,12.95,293009.5,321863.6875,317121.9063,333105.8125,239.53,270.27,179.49,270.65
4,573,473,648,605,677,0.55,0.51,0.45,0.45,1.02,-0.39,0.17,0.13,-0.02,0.2,26.42,36.91,61.54,80.84,37.4,6566,6460,6752,6533,7458,2.14,0.01,-1.76,-0.88,4.3,1.48,1.39,1.55,1.6,1.37,-17.59,7.57,5.92,-0.9,8.68,1987823.5,1534124.875,1647190.625,1524991.625,26.61,29.38,17.1,22.24
5,2138,1926,1804,2081,1074,1.67,1.58,1.52,1.57,1.35,0.75,1.24,0.69,0.82,0,18.59,18.56,18.48,21.31,17.94,12348,12370,12273,12833,12322,23.88,30.46,31.08,49.64,42.24,1.73,1.64,1.6,1.65,1.44,15.96,28.61,16.4,17.93,-0.06,1325284.25,1397418,1319980.375,1178992.25,61.84,70.09,40.7,46.34
3,1254.72,1102.53,1613.08,1716.87,1741.75,0.51,0.5,0.58,0.58,0.63,1.68,2.8,2.16,3.69,1.54,10.52,12.97,11.53,13,7.78,3589.72,3411.19,3110.65,2930.04,3100.91,10.39,10.28,9.25,9.57,9.51,1.37,1.3,1.52,1.63,1.61,4.98,7.83,6.17,10.92,4.83,212742.59,223796.5,198464.5156,177938.2031,151.4,131,73.35,99.21
3,505.38,630.96,360.3,611.55,611.68,1.02,1.14,0.87,1.2,1.12,0.32,0.62,0.53,0.58,0.3,38.24,38.09,32.3,35.25,27.33,2068.05,2316.97,2448.24,2256.99,2200.01,9.52,9.66,8.88,8.43,8.37,1.68,1.89,1.3,1.8,1.84,5.46,9.56,8.28,8.01,5.16,226157.91,241833.0938,233635.75,259249,98.46,98,75.41,97.94
4,1539.99,1691.52,1857.91,1968.15,1212.76,5.01,5.44,4.9,4.73,3.29,0.48,0.49,0.6,0.51,-3.33,53.2,49.45,35.03,40.61,33.57,42.06,74.41,74.27,72.08,71.57,13.62,15.37,19.17,19.76,-18.69,5.22,5.61,5.02,4.83,3.41,20.55,19.87,23.26,19.16,-126.76,787231.63,777406,773566.875,734497.1875,85.28,77.34,85.11,106.47
5,393.8,450,402.6,550.5,604.2,0.71,0.76,0.69,0.86,0.9,2.09,2.89,2.93,3.06,2.25,27.23,29.89,33.54,34.15,28.56,1000.4,1053.4,1066.9,989.5,984.2,15.55,15.79,15.78,16.27,16.04,1.54,1.63,1.48,1.72,1.8,10.1,13.38,13.3,13.87,10.48,219900.14,113698.7109,138520.5781,142183.2031,277.21,358.63,308.39,298.45
3,2109,2339,2322,-2007,-2127,0.83,0.84,0.85,0.44,0.48,1.06,0.74,0.88,0.42,-0.36,8.45,7.94,8.34,10.42,7.94,11192,11138,10787,10203,10650,23.24,22.25,19,16.25,9.23,1.43,1.46,1.49,0.77,0.77,7.51,5.15,6.18,3,-2.63,876730.69,898081,817630.1875,912234.375,43.87,43.95,31.53,35.35
3,-1027,-1077,-2041,-4016,-4003,0.62,0.62,0.58,0.53,0.5,0.13,0.31,-0.02,0.37,0.26,8.47,11.04,10.85,13.37,7.14,12353,12446,12660,13820,15015,3.07,1.38,-0.92,5.47,6.79,0.94,0.93,0.88,0.79,0.79,2.34,5.86,-0.37,6.65,4.79,4513272,3340337.25,3375871,3517781,15.17,15.72,9.83,9.41
5,358.4,352.8,432.9,325.4,433.1,0.76,0.74,0.77,0.71,0.73,1.88,1.94,2.26,2.34,-3.27,16.9,19.33,18.36,18.08,14.47,6819.5,7507,7437.8,7107.6,7117.6,12.71,12.03,10.42,11.33,4.54,1.14,1.14,1.17,1.12,1.18,6.65,6.61,7.54,7.69,-11.23,231483.41,258580.7344,239853.1094,254049.2031,177.78,169.42,126.41,170.27
3,1889.61,1432.88,1714.89,2021.92,2147.01,2.84,1.6,1.76,2.04,2.48,0.74,1.18,1.2,1.9,0.84,23.02,20.27,20.39,22.01,16.58,56.37,60.74,56.29,64,52.83,16.98,18.69,18.78,21.29,21.07,4.04,2.39,2.64,2.95,3.75,18.3,23.42,24.39,32.73,18.83,586103.81,505550.5938,546325.625,493919.1875,79.75,97.69,75.44,97.53
4,256.43,316.68,405.16,420.76,389.13,1.35,1.61,1.96,1.78,1.57,0.57,0.85,0.67,0.94,0.73,32.05,36.78,36.08,38,27.12,492.86,406.39,401.23,540.89,519.28,34.58,35.59,35.23,38.67,40.9,1.69,2.07,2.44,2.3,2.14,27.09,34.85,28.29,39.35,29.33,705540.13,792377.8125,747506.1875,913684.625,74.6,93.49,65.39,83.86
3,439.92,322.84,308.43,445.53,488.59,1.06,0.99,1.05,1.01,1.13,1.1,1.24,1.11,1.36,0.99,21.07,19.01,23.22,21.99,17.45,1401.25,1495.54,1415.21,1420.24,1302.76,23.68,22.69,21.54,23.64,22.36,1.44,1.3,1.29,1.43,1.54,5.72,5.91,5.01,5.9,4.6,372165.88,351285.1875,355187.75,359250,90.86,115,96.93,118.26
4,2357.78,2503.5,2692.23,2874.56,2763.89,4.46,4.95,5.28,5.22,5.22,2.65,2.47,2.73,3.41,1.82,32.85,31.97,28.25,23.55,23.92,107.76,104.37,102.64,99.07,78.5,18.12,34.34,33.44,34.13,30.38,5.34,5.77,5.91,5.81,5.82,33.76,31.11,31.92,47.18,26.47,167515.17,204198.25,173794.1094,189175.5938,270.74,202.86,207.6,210.51
4,141.3,159.1,118.5,-397.9,-92.7,0.71,0.71,0.68,0.63,0.72,3.57,2.4,2.67,8.37,2.3,35.71,37.43,36.01,35.73,31.36,4782,5000.7,6484.1,5552.1,5276.6,14.42,14.36,14.31,20.52,18.49,1.1,1.11,1.08,0.83,0.96,28.71,18.77,20.49,62.45,17.79,188166.73,186506.5469,180274.5781,195088.7969,376.08,359.61,312.62,391.17
4,1722.3,1657.7,1963.9,2081.6,1761,2.38,2.22,2.48,2.28,2.16,0.4,0.39,0.44,0.45,0.5,41.21,39.28,44.16,44.17,34.44,666.2,668.3,670.7,678.8,675.2,22.87,21.75,21.56,28.73,30.15,3.66,3.38,3.53,3.31,3.36,25.15,22.29,25.11,23.87,27.52,924232.44,1199827.375,944135.25,864417.1875,62.77,78.27,65.14,69.19
3,261.42,274.2,244.55,355.14,521.03,0.87,0.88,0.87,1.03,1.24,4.5,5.15,5.28,7.95,4.08,34.89,39.35,32.01,35.06,31.04,1149.12,1228.52,1261.76,1379.74,1569.42,94.63,105.51,113.32,111.02,126.11,1.37,1.39,1.34,1.47,1.77,16.46,17.39,17.16,22.84,15.11,51555.67,52157.07813,45517.25,41102,859.91,793.73,702.6,814.7
5,-419,-208,-336,-394,-62,0.53,0.71,0.54,0.58,0.42,0.06,2.12,2.27,-3.04,-1.72,15.46,18.29,15.62,14.36,4.01,4696,4495,4780,5386,5695,7.22,8.38,10.35,1.78,-0.32,0.62,0.82,0.72,0.69,0.95,1.14,34.12,37.4,-42.38,-27.64,1132856.38,1336329.5,1304369.625,1409526.25,107.41,94.9,32.1,41.56
4,364,399,56,-693,238,0.5,0.55,0.5,0.54,0.55,0.35,0.59,0.28,0.49,0.07,38.27,44.2,36.98,28.74,27.71,7353,7548,7226,8056,8259,11.77,14.26,15.9,17.67,15.29,1.09,1.1,1.01,0.88,1.06,4.2,6.53,3.12,5.88,0.83,597599.19,689887.4375,591266.0625,765188,71.77,64.17,65.62,71.81
3,595,725.8,950.6,1197.8,2179.7,0.67,0.69,0.73,0.82,1.06,1.03,1.28,1.61,1.49,0.98,31.59,33.66,33.48,31.93,25.26,7711.8,7606.4,7316.6,6932.5,8341.7,18.69,18.61,18.48,18.68,18.14,1.14,1.18,1.24,1.33,1.51,8.46,9.8,12.16,11.24,7.91,1500225.5,751565,944162.6875,706739.375,197.07,187.71,157.39,200.9
4,1582.28,1640.85,1659.95,1704.73,1679.09,6.01,5.92,6.48,7.41,7.14,1.04,1.36,1.08,-0.08,0.69,23.44,27.54,28.07,34.89,28.92,68.64,70.57,69.1,67.42,45.75,15.99,13.37,11.35,7.82,6.99,8.54,8.38,9.08,9.88,9.59,17.51,19.87,17.39,-1.45,14.61,158116.23,195229.6719,168927.9688,121648.3984,149,143.27,113.95,159.08
4,-518,-695,-762,-356,218,0.69,0.63,0.63,0.72,0.96,2.21,3.45,5.1,4.49,2.33,7.93,8.84,7.8,10.04,6.12,12272,12362,12360,12197,12304,33.83,32.76,32.82,32.46,33.44,0.77,0.73,0.71,0.84,1.11,8.27,11.79,15.72,13.76,8.14,356070.28,360107.375,341973.0625,390614,132.92,165.38,103.18,147.91
4,1144,1339,1503,2212,2344,1.2,1.3,1.41,2.26,2.4,0.61,0.81,0.85,1.04,0.87,20.94,19.34,19.45,30.36,23.93,1790,1792,1792,1788,1952,7.2,10.3,11.24,22.84,23.16,1.82,1.9,2.05,3.21,3.39,11.33,14.04,14.63,17.41,14.89,741554.94,561986,531420.0625,550588,91.47,100.14,90.73,100.73
3,2046,2004,1824,1877,3414,1.28,1.25,1.13,1.06,2.07,4.5,4.69,4.27,1.89,3.2,17.7,15.54,17.16,19.61,14.56,2406,2414,2401,2444,3341,42.58,42.94,49.73,44.54,40.31,2.4,2.38,2.16,2.12,3.28,9.04,8.99,7.91,3.62,5.76,111306.3,109319.875,101630.7656,135981.2031,269.53,337.49,251.18,317.51
4,-852.91,-791.05,-820.76,-837.79,-757.72,0.52,0.54,0.53,0.56,0.54,0.23,1.15,0.46,0.76,0.84,62.27,74.04,59.83,63.78,32.94,3136.07,3021.78,3038.67,3092.66,3074.88,17.66,23.34,26.82,26.08,32.92,0.67,0.68,0.68,0.71,0.7,2.14,9.66,4.14,5.63,7.37,139771.7,173592.0469,133261.8438,170688.5938,168.97,158.86,99.86,120.33
4,2617,2694,1835,1109,1210,2.64,2.66,1.62,1.11,1.16,1.58,0.57,0.61,0.63,0.64,28.48,26.39,27.51,30.87,26.22,1798,1798,1798,2407,2654,23.85,22.94,23.03,23,15.46,3.39,3.41,2.13,1.53,1.64,39.25,14.7,14.99,14.19,14.52,536331.94,629582.6875,553874.9375,602218.8125,75.75,84.82,74.36,88.68
4,-1376,-1729,-1341,-1963,-1337,0.28,0.28,0.38,0.24,0.41,0.85,1.2,1.36,0.4,0.5,15.48,13.78,15.8,15.59,11.36,17637,18327,19260,19586,21984,-3.27,-2.2,-2.29,10.81,9.96,0.74,0.69,0.78,0.64,0.79,10.91,15.01,13.42,5.82,7.63,1088699.75,781965.75,824400,1085289.625,67.18,75.13,53.17,55.54
4,1821,2001,2239,1795,1871,0.88,0.92,0.99,0.86,0.91,1.32,1.15,1.55,1.23,1.03,18.97,19.77,19.09,20.9,13.75,6013,6238,6274,5844,7000,25.74,24.49,23.64,25.08,24.39,1.4,1.43,1.49,1.41,1.36,8.61,6.76,9.59,7.95,7.2,490111.13,602825.0625,504289.9375,720832.1875,117.96,129.09,86.63,109.07
4,1332.8,1527.7,1778.8,1045.3,1362.9,0.05,0.05,0.04,0.06,0.02,1.39,1.44,1.78,1.31,2.14,27.52,32.23,32.99,32.91,25.26,4853,4742.6,4525,4399.2,4174.8,7.6,7.29,8.12,8.13,9.05,1.04,1.05,1.04,1.03,1.01,42.12,40.37,49.82,41.24,50.34,880537.19,846376,785168.25,1148155.25,200.32,205.39,182.44,165.27
4,4244,4073,3082,2651,2216,1.29,1.27,1.18,1.11,1.07,2.83,-7.56,2.86,2.15,1.21,11.4,10.89,9.93,11.07,10.06,18416,17581,32794,33217,33442,18.75,2.91,2.41,0.4,-1.8,1.46,1.45,1.31,1.25,1.21,4.34,-11.06,4.37,3.23,1.8,637891.63,701491.125,619318,1083270,161.97,153.3,119.02,155.48
5,1902.5,1798.34,1988.24,2029.2,2128.98,0.14,0.12,0.13,0.14,0.16,1.14,1.6,1.41,1.05,1.32,14.57,17.19,16.89,16.99,10.1,14172.88,15023.74,15373.75,15572.25,15933.56,25.25,25.47,24.9,24.28,24.94,2.45,2.21,2.42,2.43,2.39,4.46,4.97,4.49,3.61,4.33,394854.13,417271.5938,389329.1875,436411,88.48,87.05,54.45,89.22
5,3004,3506,3800,4023,2124,0.51,0.59,0.57,0.58,0.48,-0.01,1.67,1.67,0.68,-14.25,11.06,11.76,13.11,10.95,6.66,30881,31090,31387,31317,34188,11.18,11.34,12.86,7.66,-22.71,1.2,1.24,1.25,1.25,1.16,-0.02,3.3,3.53,1.42,-36.62,2505774.5,2480356,2438101.75,2259165.5,54.87,58.22,23.09,36.07
3,-1553,-2617,-2000,-2490,-1013,0.52,0.44,0.56,0.54,0.66,-5.77,0.35,0.28,0.21,0.29,9.54,8.77,9.29,10.07,7.03,37552,36743,36895,36452,36342,-43.33,-43.26,-43.34,-31.65,9.02,0.71,0.6,0.7,0.66,0.82,-113.6,6.65,5.39,4,6.01,3144655.75,3183621.25,2976641.75,2885648.75,11.77,12.85,9.43,9.79
5,-9182,-9962,-8490,-7692,-7936,0.24,0.19,0.24,0.23,0.27,0.63,0.56,0.98,0.5,0.53,20.32,21.76,22.18,22.24,19.98,20069,19863,20122,19007,20223,12.43,14.57,15.18,14.63,14.4,0.48,0.44,0.5,0.5,0.53,13.98,13.31,22.39,10.5,11.23,2639905.25,3137496,2752207.75,3171165.5,55.5,54.15,52.03,51.49
4,1623.6,1727,1597.4,1748,1415.5,0.75,0.73,0.72,0.74,0.69,0.05,0.22,-0.27,-5.4,-7.28,41.64,39.11,150.48,76.23,73.35,5067.8,5253.9,5089.9,5615.8,5473.6,-16.91,-17.19,-19.76,-26.81,-79.06,1.17,1.18,1.17,1.17,1.14,0.72,2.82,-3.57,-64.77,-104.02,2169100.25,1531195,1569991.375,1537592.25,25.15,21.73,7.77,7.28
5,917.42,1148.6,1161.67,599.91,1296.82,1.12,1.35,1.35,0.8,1.33,0.9,0.95,0.97,0.97,1.23,24.43,25.91,25.18,26.62,20.06,2660.93,2656.14,2609.2,2954.39,3426.95,18.49,18.27,18.17,18.41,19.17,1.91,2.17,2.05,1.42,1.88,15.86,16.71,17.29,16.92,23.34,429936.47,507702.75,422423.625,711454,91.09,101.05,75.43,88.96
4,-3471,-3413,-3210,-3093,-3353,0.14,0.15,0.16,0.15,0.15,0.32,0.96,0.37,0.32,0.4,13.01,11.54,11.85,13.44,13.83,15229,20571,20621,20766,21178,41.92,23.82,20.4,19.17,20.09,0.76,0.75,0.76,0.78,0.76,0.92,2.07,1.05,0.94,1.13,2959278,2747727.25,2803087,3214233.75,21.75,28.8,32.63,33.5
4,634.23,668.33,635.44,662.45,665.84,1.51,1.57,1.51,1.46,1.45,0.9,1.84,1.29,1.54,19.32,57.77,55.27,36.74,53.11,38.51,131,75.28,57.07,59.2,73.97,31.57,32.19,33.53,34.07,91.95,1.79,1.85,1.73,1.68,1.73,13.09,24.5,16.88,18.66,275.54,405214.06,415045.4375,425304.8438,415967.8125,273.29,285.88,176.74,279.93
3,2820.5,1992.4,1764.6,1665.9,1436.2,2.71,1.96,2.03,1.84,1.69,0.09,0.13,0.29,0.5,0.06,15.78,17.09,20.58,21.86,18.15,2003,1997.3,1891.5,1884.3,1866.5,12.28,10.95,7.94,7.31,7.23,2.89,2.13,2.24,2.08,1.93,3.1,4.19,8.76,13.94,2.04,1003348.44,1314853,1148521.5,1150639.25,27.36,24.29,21.34,22.54
4,612.47,710.91,889.42,588.2,757.4,0.78,0.93,1.18,0.71,0.92,0.68,3.02,3.97,2.1,0.42,24.66,27.12,29.13,28.81,20.02,3669.51,3617.37,3420.84,3268.9,3745.9,10.41,10.18,11.22,11.87,11.57,1.81,1.86,2.29,1.7,1.7,4.57,14.81,17.5,11.91,2.7,168773.67,182896.6094,161815.0938,200015,230.84,276.64,176.96,213.49
4,3582,2100,3087,3887,4503,2.1,0.86,1.25,1.2,2.1,0.16,-0.03,2.66,0.69,1.02,27.69,33.56,31.64,33.33,32.83,4420,6917,7565,6909,6872,2.24,-0.54,14,17.57,21.92,2.97,1.83,2.18,2.63,3.31,4.83,-1.11,80.28,19.04,31.85,3219846.75,2624658.25,2484215.5,3451016.5,38.42,43.26,50.11,60.96
3,3251,3417,3597,3395,4170,0.52,0.52,0.55,0.59,0.73,0.76,0.94,0.96,0.87,0.22,14.92,15.35,12.92,11.77,7.12,4197,4376,4463,4093,5308,22.19,22.53,15.68,15.22,12.74,1.95,1.95,1.96,1.88,1.92,5.76,6.72,6.75,4.93,1.8,615878.44,605836,559542.875,613676.375,53.15,44.78,27.34,32.45
4,1059,1067,1124.3,1295.4,492.3,1.74,1.73,1.73,1.77,1.22,0.35,0.42,0.47,0.67,0.61,62.96,52.13,47.14,56.29,47.01,39.4,37.5,41.6,46.1,43.1,39.9,39.19,37.66,28,46.63,1.84,1.82,1.84,1.88,1.32,12.44,13.94,14.58,18.75,18.03,663586,719442.0625,658410.4375,548177.8125,78.89,112,107.88,138.44
3,2394,2397,1448,1716,2841,0.68,0.69,0.55,0.63,0.95,0.4,-0.27,0.22,0.71,0.49,10.95,12.7,11.09,12.01,5.8,6643,6623,6607,6205,7377,13.31,8.97,7.64,9.35,10.14,1.65,1.66,1.32,1.42,1.69,5.28,-3.28,2.67,9.09,6.7,1415945.38,1279620.625,1171731.75,1794758.375,20.99,25.1,12.69,15.31
4,639.73,589.38,610.64,800.44,918.24,1.42,1.22,1.21,1.46,1.65,0.74,0.48,0.84,1.11,1.13,31.66,37.73,40.47,43.95,37.36,1335.7,1270.85,1305.59,1398.99,1506.88,21.8,19.59,20.86,21.59,23.97,2.38,2.06,2.11,2.6,2.66,15.92,9.76,17.64,21.81,21.2,253146.97,235486.5313,225491.0469,350679,124.33,156.03,158.3,192.48
4,1062,1468,1310,1011,927,0.82,1.06,0.96,0.77,0.76,2.64,1.67,2.14,0.36,1.83,9.24,10.65,12.5,12.93,7.98,3901,3986,3940,4115,4309,37.49,33.5,28.88,31.03,26.68,1.58,2.04,1.85,1.58,1.48,19.98,13.13,16.58,3,14.93,315937.41,320659.1563,293381.8125,355112,105.63,118.46,72.47,88.47
4,789.98,855.09,819.95,903.57,922.18,2.33,2.4,2.25,2.6,2.45,1.46,1.5,1.39,1.28,1.35,27.11,30.23,28.21,29.5,24.11,917.05,916.6,916.35,934.42,1096.26,20.72,20.87,20.21,19.99,19.47,3.33,3.36,3.21,3.52,3.51,17.72,17.63,16.85,15.98,17.16,163429.3,174782.0938,171549.5625,258406.4063,171.73,172.94,143.96,157.89
4,582.54,668.14,760.69,798.54,611.64,0.78,0.82,0.88,0.92,0.83,0.73,1.36,1.42,1.16,1.22,19.81,19.93,18.91,21.88,15.47,3449.25,3463.31,3250.74,3233.55,3463.02,14.95,20.8,22.6,23.37,25.73,1.3,1.34,1.42,1.46,1.29,6.13,10.94,11.29,9.47,10.65,299524.13,323461.7188,291604.2188,383248.5938,102.74,115.79,84.73,97.42
3,1341,2131,1482,1452,1325,1.06,1.44,1.12,1.06,1.03,0.69,3.57,0.75,1.21,1.23,9.08,10.36,11.82,15.54,13.27,4522,4253,4211,4210,4168,97.61,105.15,97.46,90.12,104.63,1.62,1.95,1.58,1.54,1.49,8.43,41.46,7.76,11.8,11.77,1310867.5,1199416.25,1138605.25,1128285.75,47.25,58.21,48.64,47.34
5,1587.34,1641.96,1613.59,1274.66,1213.33,2.81,3.05,3.08,1.66,1.63,29.03,20.08,-8.68,18.5,22.97,94.1,96.77,83.78,56.39,51.45,678.23,672.87,677.57,662.83,659.91,12.28,17.87,7.51,35.98,28.31,4.57,4.68,4.72,2.41,2.4,156.18,104.57,-46.17,88.64,119.99,134860.56,79227.0625,97467.34375,93212,313.33,372.03,381.29,458.36
4,767.15,666.42,753.78,540.29,986.11,0.08,0.08,0.07,0.07,0.31,0.63,1.82,1.03,1.22,0.72,22.35,24.28,19.85,20.06,17.85,2848.93,2712.98,2913.34,2709.17,3387.91,38.43,37.25,37.16,35.95,40.1,1.58,1.52,1.6,1.43,1.66,4.22,9.31,6.16,6.58,4.28,585062.75,643583.875,609664.8125,455447.8125,110.47,91.65,87.96,132.45
4,1167.4,1603.2,1539.2,1505.8,2352.4,0.62,0.72,0.68,0.64,0.91,0.63,0.98,1.2,0.54,0.57,9.8,9.25,9.39,11.43,7.83,10795.5,10538.2,10063.4,10967.3,11595.9,7.31,7.16,7.46,7.36,7.35,1.29,1.45,1.45,1.44,1.75,3.47,5.39,6.68,3.13,3.33,819235.63,839850.75,779060.625,893286,38.07,42.03,28.97,28.2
5,450,241,337,-837,-1273,0.03,0.03,0.03,0.03,0.02,0.85,0.84,0.95,0.81,1.18,22.5,25.15,25.78,26.43,21.06,7856,8149,8164,8153,8595,11.78,11.94,12.33,11.22,12.33,1.01,1,1,0.99,0.99,38.11,36.36,39.6,34.51,41.69,835377.69,1033654.188,810502.25,920256,89.52,94.7,84.43,92.26
4,876.04,879.07,1098.11,1338.71,1454.81,1.01,0.98,1.03,1.26,1.27,0.5,0.41,0.63,1.44,1.08,59.53,82.58,81.12,38.03,32.43,0,146.92,141.06,175.51,177.25,18.92,15.66,17.2,15.29,17.66,1.45,1.45,1.48,1.64,1.71,10.54,8.56,8.37,17.59,16.14,943383.44,845152.4375,879110.1875,915452.375,117.23,124.69,121.29,144.4
